sfa_name,sfa_id,fips,county,state_name,zip,fts,fts_int,ffvp,cvendor,cpurch,ckitch,totalstudents,totalschools,poverty_status,latitude,longitude
Chippewa Falls School District,91092,55017,Chippewa County,Wisconsin,54729,1,5.760006662902942,0,1,1,1,4723,9,2,44.93,-91.39
Altoona School District,180112,55035,Eau Claire County,Wisconsin,54720,1,11.819767441860465,0,1,1,1,1587,4,2,44.8,-91.44
Lacrosse School District,322849,55063,La Crosse County,Wisconsin,54601,1,12.890039859501712,0,2,3,1,6628,21,2,43.82,-91.23
Arrowhead Uhs,672450,55133,Waukesha County,Wisconsin,53029,0,0,0,1,1,1,2141,1,1,43.09,-88.34
St. Mary Of The Assumption Parish,527684,55103,Richland County,Wisconsin,53581,1,8.60078720583361,0,3,3,2,167,1,1,43.33,-90.38
St. John Paul Ii Congregation,409661,55079,Milwaukee County,Wisconsin,53215,0,0,0,2,1,1,359,3,4,43,-87.94
Columbus Catholic Schools,717033,55141,Wood County,Wisconsin,54449,1,2.876923076923077,1,1,1,1,520,4,1,44.66,-90.17
Parkview School District,534151,55105,Rock County,Wisconsin,53576,0,0,0,1,1,1,828,3,2,42.62,-89.25
Lac Du Flambeau School District,631848,55085,Oneida County,Wisconsin,54538,1,12.03,1,1,1,1,510,1,4,45.97,-89.9
"Hope Christian Schools, Inc.: Fortis",401439,55079,Milwaukee County,Wisconsin,53212,1,4.2,1,4,4,4,507,1,4,43.07,-87.91
Tri-County Area School District,694375,55137,Waushara County,Wisconsin,54966,1,9.2,1,2,2,2,603,3,3,44.21,-89.49
River Ridge School District,224904,55043,Grant County,Wisconsin,53817,0,0,0,2,1,1,545,3,2,42.95,-90.97
Kickapoo Area School District,625960,55103,Richland County,Wisconsin,54664,1,0.7835526315789474,0,2,2,3,510,2,2,43.5,-90.67
Cassville School District,220994,55043,Grant County,Wisconsin,53806,0,0,0,2,2,1,206,3,3,42.71,-90.99
Lakeside Lutheran High Sch,287170,55055,Jefferson County,Wisconsin,53551,1,4.5278846153846155,0,2,2,4,430,1,1,43.07,-88.9
"Lighthouse Church, Inc.",131417,55025,Dane County,Wisconsin,53711,1,5.75,0,3,2,1,227,1,3,43.01,-89.42
All Saints Catholic School,305370,55059,Kenosha County,Wisconsin,53140,1,7.572899543378995,0,3,2,1,583,2,1,42.62,-87.83
Immanuel Evangelical Lutheran School,597082,55117,Sheboygan County,Wisconsin,53081,1,7,0,1,1,1,66,1,2,43.7,-87.74
Maple Dale Indian Hill School District,401897,55079,Milwaukee County,Wisconsin,53217,0,0,0,1,1,1,486,2,1,43.16,-87.91
Kenosha Common School District,302793,55059,Kenosha County,Wisconsin,53144,1,1.275,1,1,1,1,20638,40,3,42.62,-87.92
Ashland School District,20170,55003,Ashland County,Wisconsin,54806,1,10.363333333333333,1,1,1,1,2082,8,3,46.57,-90.87
Antigo Unified School District,340140,55067,Langlade County,Wisconsin,54409,1,8.067499999999999,1,1,1,1,2214,8,3,45.14,-89.15
Columbus School District,111183,55025,Dane County,Wisconsin,53590,0,0,0,1,1,1,1326,5,1,43.18,-89.23
Reedsburg School District,564753,55111,Sauk County,Wisconsin,53959,1,3.9624999999999995,0,2,1,3,2696,8,2,43.53,-89.99
Wonewoc Center School District,296713,55057,Juneau County,Wisconsin,53968,1,7.675,0,1,1,1,400,4,2,43.65,-90.22
Spencer School District,375467,55073,Marathon County,Wisconsin,54479,1,12.042553191489361,0,1,1,1,686,2,1,44.75,-90.29
West Salem School District,326370,55063,La Crosse County,Wisconsin,54669,1,8.872727272727273,0,3,3,4,1725,3,1,43.89,-91.08
St. John's Lutheran School,107522,55019,Clark County,Wisconsin,54456,0,0,0,1,1,1,100,1,2,44.56,-90.59
Sheboygan Falls School District,595278,55117,Sheboygan County,Wisconsin,53085,1,11.533821009421729,0,1,1,1,1691,3,1,43.72,-87.82
New Glarus School District,233934,55045,Green County,Wisconsin,53574,1,10.714285714285714,0,2,2,1,990,3,1,42.81,-89.63
Lake Mills School District,282898,55055,Jefferson County,Wisconsin,53551,1,12.433333333333334,0,1,1,1,1418,3,1,43.07,-88.9
St. Pauls Lutheran School,417815,55081,Monroe County,Wisconsin,54660,1,2,0,1,1,1,101,1,1,43.98,-90.5
Niagara School District,383969,55075,Marinette County,Wisconsin,54151,0,0,0,2,1,1,425,2,3,45.78,-88
Oregon School District,134144,55025,Dane County,Wisconsin,53575,1,7.365159271899886,0,1,1,1,3874,6,1,42.92,-89.38
Right Step Inc.,401530,55079,Milwaukee County,Wisconsin,53224,1,3.596774193548387,0,1,1,1,98,1,4,43.16,-88.04
New Lisbon School District,293948,55057,Juneau County,Wisconsin,53950,0,0,0,1,1,1,665,2,3,43.87,-90.16
St. John The Baptist School,377554,55073,Marathon County,Wisconsin,54426,0,0,0,1,1,1,53,1,1,44.92,-89.96
Trinity Lutheran School,517963,55101,Racine County,Wisconsin,53402,0,0,0,2,1,2,228,1,1,42.8,-87.82
Oshkosh Area School District,704179,55139,Winnebago County,Wisconsin,54902,1,4.53261302183107,1,1,1,1,9493,22,2,44.01,-88.55
St. Patricks Grade School,297784,55057,Juneau County,Wisconsin,53948,1,1.5,0,1,1,1,142,1,1,43.8,-90.08
Plymouth Joint School District/St. John The Baptist School,594473,55117,Sheboygan County,Wisconsin,53073,1,13.044278323811191,0,2,1,1,2087,6,1,43.74,-87.97
Elcho School District,341582,55067,Langlade County,Wisconsin,54428,1,4.5,0,1,1,1,321,3,2,45.43,-89.18
Berlin Area School District,240434,55047,Green Lake County,Wisconsin,54923,1,3.5398230088495577,0,1,1,1,1533,3,2,43.97,-88.95
St. Francis Desales School,647441,55127,Walworth County,Wisconsin,53147,0,0,0,,,,174,1,1,42.58,-88.42
Believers In Christ,402843,55079,Milwaukee County,Wisconsin,53209,0,0,1,1,1,1,216,1,4,43.13,-87.95
Northwest Passage Ltd,79153,55013,Burnett County,Wisconsin,54893,0,0,0,1,1,1,73,2,4,45.87,-92.36
Lutheran Special School And Education,401685,55079,Milwaukee County,Wisconsin,53130,1,1,0,1,1,1,51,1,4,42.94,-88.04
Ripon School District,204872,55039,Fond du Lac County,Wisconsin,54971,1,11.876666666666667,0,1,1,1,1604,8,2,43.84,-88.84
Wausaukee School District,386230,55075,Marinette County,Wisconsin,54177,0,0,1,2,3,2,420,3,3,45.37,-87.95
Dept. Of Corrections-Div. Of Mgmt. Serv.,759120,55069,Lincoln County,Wisconsin,54442,0,0,0,2,1,1,140,2,4,45.34,-89.66
St. Jeromes School,117497,55021,Columbia County,Wisconsin,53925,1,2.5348176718092565,0,1,1,1,118,1,1,43.33,-89.02
St. Jacobi Evangelical Lutheran School,407483,55079,Milwaukee County,Wisconsin,53228,0,0,0,1,1,1,239,1,1,42.97,-88.04
Wabeno School District,215992,55041,Forest County,Wisconsin,54566,0,0,0,,,,384,2,2,45.43,-88.66
St. Joseph School,227576,55043,Grant County,Wisconsin,53811,0,0,0,1,1,1,38,1,1,42.53,-90.43
Desoto Area School District,621421,55123,Vernon County,Wisconsin,54624,0,0,0,3,4,3,594,4,2,43.42,-91.19
Woodlands Sch-State St Campus,408132,55079,Milwaukee County,Wisconsin,53208,1,4,0,1,,1,313,1,3,43.06,-87.96
Fox Point Joint #2 School District,401890,55079,Milwaukee County,Wisconsin,53217,0,0,0,1,1,1,798,2,1,43.16,-87.91
Wisconsin Dells School District,566678,55111,Sauk County,Wisconsin,53965,1,3.7200000000000006,0,1,1,1,1790,5,2,43.62,-89.77
Delavan Christian School,647041,55127,Walworth County,Wisconsin,53115,1,1,0,2,4,2,76,1,1,42.62,-88.63
Wisconsin Heights School District,130469,55025,Dane County,Wisconsin,53560,1,6.5997839377103364,0,1,1,1,765,4,1,43.17,-89.79
Marinette School District,383311,55075,Marinette County,Wisconsin,54143,0,0,0,1,1,1,2061,6,1,45.08,-87.62
River Valley School District,565523,55111,Sauk County,Wisconsin,53588,1,3.503041293855316,0,1,1,1,1194,4,1,43.17,-90.06
Lakeland Union High School District,433647,55085,Oneida County,Wisconsin,54548,1,5.5,1,1,1,1,723,1,2,45.86,-89.69
Washburn School District,46027,55007,Bayfield County,Wisconsin,54891,0,0,0,1,2,1,571,3,2,46.67,-90.89
Benton School District,330427,55065,Lafayette County,Wisconsin,53803,1,1.5,0,1,1,1,201,3,1,42.57,-90.38
Abbotsford School District,100007,55019,Clark County,Wisconsin,54405,1,8.5,1,1,1,1,772,2,2,44.94,-90.31
Westfield School District,396335,55077,Marquette County,Wisconsin,53964,0,0,0,2,3,3,1041,5,3,43.88,-89.49
Erin School District,661687,55131,Washington County,Wisconsin,53027,1,7.1,0,1,1,1,402,1,1,43.32,-88.38
Fennimore School District,221813,55043,Grant County,Wisconsin,53809,0,0,0,1,1,1,804,3,2,42.98,-90.65
Kewaskum School District,662800,55131,Washington County,Wisconsin,53040,1,12.585714285714285,0,2,3,1,1715,5,1,43.52,-88.23
