sfa_name,sfa_id,fips,county,state_name,zip,fts,fts_int,ffvp,cvendor,cpurch,ckitch,totalstudents,totalschools,poverty_status,latitude,longitude
Pius X High School,550707,31109,Lancaster County,Nebraska,68510,0,0,0,1,1,1,1210,1,1,40.81,-96.68
Burwell Public Schools,360100,31071,Garfield County,Nebraska,68823,1,6.6750454545454545,0,2,3,1,321,1,2,41.78,-99.13
Dundy County Public School,290117,31057,Dundy County,Nebraska,69021,1,5,0,1,1,1,318,3,3,40.05,-101.53
St. Vincent Depaul Catholic,800710,31159,Seward County,Nebraska,68434,0,0,0,1,1,1,54,1,1,40.91,-97.09
St. Peter'S School,550753,31109,Lancaster County,Nebraska,68516,1,3,0,1,1,1,385,1,1,40.74,-96.64
Archbishop Bergan Catholic School,270701,31053,Dodge County,Nebraska,68025,0,0,0,,,,427,2,1,41.44,-96.49
Trinity Lutheran School - Grand Island,400704,31079,Hall County,Nebraska,68801,0,0,0,1,1,1,141,1,1,40.95,-98.29
Loup City Public School,820001,31163,Sherman County,Nebraska,68853,1,9.511764705882353,0,1,1,1,281,2,3,41.27,-98.96
Sutherland Public School,560055,,Cook County,Nebraska,60165,0,0,0,2,2,2,336,1,1,41.9,-87.88
Clarkson Public School,190058,31037,Colfax County,Nebraska,68629,1,3.0349032258064517,0,2,1,1,210,1,1,41.72,-97.12
Lewiston Consolidated School,670069,31133,Pawnee County,Nebraska,68380,0,0,0,1,1,1,188,1,2,40.24,-96.4
Madison Public School,590001,31119,Madison County,Nebraska,68748,1,4.037280701754385,1,3,2,2,515,2,3,41.82,-97.45
Diller-Odell Public Schools,340100,31095,Jefferson County,Nebraska,68342,1,2.5,0,1,1,1,247,2,1,40.1,-96.93
Bruning-Davenport Unified System,852001,31169,Thayer County,Nebraska,68335,1,2,0,4,2,4,189,2,1,40.31,-97.81
Broken Bow Public School,210025,31041,Custer County,Nebraska,68822,1,1.5,1,1,1,1,826,3,2,41.4,-99.63
Grand Island Public School,400002,31079,Hall County,Nebraska,68802,1,0.5247499679777875,1,3,3,3,9624,19,3,40.92,-98.36
Santee Community School,540505,31107,Knox County,Nebraska,68760,1,1.5,1,2,2,2,185,1,4,42.75,-98.03
St. Paul Lutheran School - Utica,800704,31159,Seward County,Nebraska,68456,1,4.5,1,1,1,1,80,1,1,40.89,-97.34
Douglas County Youth Center,280901,31055,Douglas County,Nebraska,68105,0,0,0,2,1,1,104,1,,41.24,-95.96
Mullen Public School,460001,31091,Hooker County,Nebraska,69152,1,10.297222222222222,0,2,1,1,158,1,2,42.04,-101.04
Falls City Public School,740056,31147,Richardson County,Nebraska,68355,0,0,1,1,1,1,817,4,3,40.06,-95.59
"Concordia Lutheran Schools Of Omaha, Inc.",280754,31055,Douglas County,Nebraska,68116,1,1,0,1,1,1,137,1,1,41.3,-96.17
Ralston Public Schools,280054,31055,Douglas County,Nebraska,68127,1,5.275,1,2,2,3,3400,8,3,41.21,-96.05
St. Thomas More School,280765,31055,Douglas County,Nebraska,68106,1,1.5220813920109524,1,1,1,1,429,1,1,41.24,-96
Conestoga Public Schools,130056,31025,Cass County,Nebraska,68409,1,1.5,1,3,2,3,722,2,1,40.91,-95.92
Overton Public School,240004,31047,Dawson County,Nebraska,68863,1,13.576266666666667,0,3,1,3,294,1,2,40.74,-99.53
Wayne Public School,900017,31179,Wayne County,Nebraska,68787,1,10.893186888621933,1,1,1,1,952,3,2,42.23,-97.01
Aurora Public Schools,410504,31081,Hamilton County,Nebraska,68818,1,4.567,0,1,1,1,1222,3,2,40.86,-98
Keya Paha County Schools,520100,31103,Keya Paha County,Nebraska,68778,1,5.078787878787878,0,1,1,1,87,1,2,42.82,-99.74
Auburn Public School,640029,31127,Nemaha County,Nebraska,68305,0,0,0,1,1,1,908,3,2,40.38,-95.84
Fort Calhoun Community Schools,890003,31177,Washington County,Nebraska,68023,1,3.013333333333333,1,2,1,1,700,2,1,41.45,-96.02
Pender Public School,870001,31179,Wayne County,Nebraska,68047,1,5.508,0,1,1,1,395,1,2,42.11,-96.71
Plainview Public School/Zion Lutheran School - Plainview,700005,31139,Pierce County,Nebraska,68769,1,3.0357142857142856,0,2,1,2,323,1,2,42.35,-97.78
Kearney Public Schools,100007,31019,Buffalo County,Nebraska,68847,1,3.5920978627671536,1,2,1,3,5742,14,2,40.7,-99.08
St. Patrick'S School - Mccook,730701,31145,Red Willow County,Nebraska,69001,1,3.701470588235294,0,1,1,1,129,1,1,40.2,-100.62
St. James School,760701,31151,Saline County,Nebraska,68333,0,0,0,2,2,2,108,1,2,40.62,-96.95
Cambridge Public School,330021,31065,Furnas County,Nebraska,69022,1,1.714428973378544,0,1,1,1,325,1,2,40.28,-100.17
Deshler Public School,850060,31169,Thayer County,Nebraska,68340,1,8.653846153846153,0,3,1,1,251,2,2,40.13,-97.72
Lexington Public Schools,240001,31047,Dawson County,Nebraska,68850,1,2.789285714285714,1,1,1,1,3119,7,3,40.77,-99.74
Arlington Public School,890024,31177,Washington County,Nebraska,68002,0,0,0,1,1,1,708,1,1,41.45,-96.35
Scottsbluff Public Schools,790032,31157,Scotts Bluff County,Nebraska,69361,1,4.5,1,1,1,1,3410,8,3,41.86,-103.66
Alma Public School,420002,31083,Harlan County,Nebraska,68920,0,0,0,1,1,1,348,1,2,40.1,-99.36
Lourdes Central Catholic School,660701,31131,Otoe County,Nebraska,68410,1,5.525,1,1,1,1,320,2,1,40.67,-95.86
Stuart Public School,450044,31089,Holt County,Nebraska,68780,1,3.23,0,1,1,1,192,1,3,42.6,-99.14
Southern Public Schools,340001,31067,Gage County,Nebraska,68466,0,0,0,,,,373,2,3,40.12,-96.66
Newman Grove Public School,590013,31119,Madison County,Nebraska,68758,0,0,0,2,1,1,171,1,2,41.74,-97.77
Elkhorn Valley Schools,590080,31119,Madison County,Nebraska,68781,1,3,1,1,1,1,399,1,1,42.04,-97.83
Gretna Public School,770037,31153,Sarpy County,Nebraska,68028,1,2.21,0,1,1,1,5241,8,1,41.14,-96.24
St. John Lutheran School - Seward,800701,31159,Seward County,Nebraska,68434,1,7.766148148148148,1,2,2,1,182,1,1,40.91,-97.09
Arnold Public School,210089,31041,Custer County,Nebraska,69120,1,5,0,1,1,1,175,1,1,41.42,-100.19
Yutan Public Schools,780009,31155,Saunders County,Nebraska,68073,0,0,0,1,1,1,456,2,1,41.24,-96.39
Red Cloud Community School,910002,31181,Webster County,Nebraska,68970,0,0,0,,,,213,2,3,40.08,-98.52
Emerson-Hubbard Schools,260561,31043,Dakota County,Nebraska,68733,1,2.2,0,2,1,1,250,2,2,42.27,-96.72
High Plains Community School,720075,31143,Polk County,Nebraska,68654,1,6.721,0,1,1,1,223,2,2,41.07,-97.78
Palmer Public School,610049,31121,Merrick County,Nebraska,68864,0,0,0,2,2,2,323,1,2,41.22,-98.21
St. Agnes Academy - Alliance,70701,31013,Box Butte County,Nebraska,69301,1,4.525,0,1,1,1,121,1,1,42.1,-102.87
Giltner Public School,410002,31081,Hamilton County,Nebraska,68841,1,5.025,1,1,1,1,187,1,1,40.77,-98.15
Humboldt/Tablerock-Steinauer,740070,31147,Richardson County,Nebraska,68376,1,1,0,2,1,1,374,1,2,40.16,-95.94
Trinity Lutheran School - Fremont,270702,31053,Dodge County,Nebraska,68025,1,1,0,1,1,1,133,1,1,41.44,-96.49
Centennial Public School,800567,31159,Seward County,Nebraska,68456,1,10.5,0,2,1,1,438,1,2,40.89,-97.34
Bishop Neumann High School,780702,31155,Saunders County,Nebraska,68066,0,0,0,1,1,2,617,2,1,41.21,-96.62
Laurel-Concord-Coleridge School,140054,31027,Cedar County,Nebraska,68745,0,0,0,3,1,2,457,2,2,42.42,-97.09
North American Martyrs School,550758,31109,Lancaster County,Nebraska,68521,1,3.0153846153846153,1,1,1,1,531,1,1,40.87,-96.71
Osceola Public School,720019,31143,Polk County,Nebraska,68651,0,0,0,,,,215,1,2,41.17,-97.54
Hampton Public School,410091,31081,Hamilton County,Nebraska,68843,1,5.040953812777133,0,1,1,1,145,1,2,40.88,-97.88
Elgin Public School,20018,31003,Antelope County,Nebraska,68636,0,0,0,2,1,1,169,1,2,41.98,-98.08
Hartington-Newcastle Public School,140008,31027,Cedar County,Nebraska,68739,0,0,0,1,1,1,368,2,2,42.62,-97.26
Chadron City Schools,230002,31045,Dawes County,Nebraska,69337,1,6.776785714285714,0,1,1,1,931,4,2,42.82,-103
Sacred Heart School - Falls City,740702,31147,Richardson County,Nebraska,68355,1,1,0,1,1,1,233,1,1,40.06,-95.59
Bertrand Community School,690054,31137,Phelps County,Nebraska,68927,0,0,0,1,1,2,250,1,2,40.52,-99.63
North Platte Public School,560001,31111,Lincoln County,Nebraska,69103,1,3.547727272727273,0,1,1,1,4123,12,3,41.13,-100.77
Shelby-Rising City Public School,720032,31143,Polk County,Nebraska,68662,1,5.518084957240992,0,1,1,1,375,1,2,41.19,-97.42
Thedford Rural High School,860001,31171,Thomas County,Nebraska,69166,0,0,0,1,1,1,116,2,2,41.97,-100.57
Youth Services Center,550905,31109,Lancaster County,Nebraska,68512,1,4.5,0,1,1,1,33,1,,40.74,-96.71
Loup County Public School,580025,31115,Loup County,Nebraska,68879,1,5.557052548399842,0,2,1,1,71,1,3,41.76,-99.38
Adams Central Public Schools,010090,31001,Adams County,Nebraska,68901,0,0,0,1,1,1,1003,3,1,40.58,-98.39
Shickley Public School,300054,31059,Fillmore County,Nebraska,68436,0,0,1,1,1,1,147,1,1,40.41,-97.72
St. Joseph School - Atkinson,450703,31089,Holt County,Nebraska,68713,0,0,0,1,1,1,38,1,1,42.53,-98.97
Seward Public Schools,800009,31159,Seward County,Nebraska,68434,0,0,0,1,1,1,1466,3,1,40.91,-97.09
Doniphan-Trumbull Public School,400126,31079,Hall County,Nebraska,68832,1,5.545,0,1,1,1,480,1,1,40.77,-98.37
St. Michael'S School - South Sioux City,220701,31043,Dakota County,Nebraska,68776,1,10.305666666666667,1,2,2,1,173,1,3,42.46,-96.41
Brady Public School,560006,31111,Lincoln County,Nebraska,69123,0,0,0,,,,176,1,2,41.01,-100.37
Winnebago Public School,870017,31173,Thurston County,Nebraska,68071,1,7.051320431946969,1,1,1,1,509,1,4,42.23,-96.47
Kim Loberg,900595,31179,Wayne County,Nebraska,68790,1,2.5413429522752495,0,1,1,1,198,1,2,42.17,-97.17
Weeping Water Public School,130022,31025,Cass County,Nebraska,68463,1,3.025,1,1,1,1,324,1,2,40.86,-96.13
Westside Community Schools,280066,31055,Douglas County,Nebraska,68114,1,6.043526295320293,0,1,1,1,5850,12,2,41.26,-96.05
Madonna School,280725,31055,Douglas County,Nebraska,68104,0,0,0,1,1,1,37,1,1,41.3,-96
Franklin Public School,310506,31061,Franklin County,Nebraska,68939,0,0,0,1,1,1,243,1,2,40.09,-98.95
St. Anthony School,710702,31141,Platte County,Nebraska,68601,0,0,0,2,1,2,117,1,2,41.43,-97.35
Stapleton Public School,570501,31113,Logan County,Nebraska,69163,1,6.702727272727273,1,1,1,1,206,1,2,41.47,-100.51
St. Stephen The Martyr School,280708,31055,Douglas County,Nebraska,68135,0,0,0,1,1,1,636,1,1,41.21,-96.19
Ashland Greenwood Schools,780001,31155,Saunders County,Nebraska,68003,1,2.5,0,2,4,1,968,2,2,41.04,-96.37
St. John's Catholic School,550712,31109,Lancaster County,Nebraska,68505,1,3,1,2,3,1,349,1,1,40.82,-96.62
Sarpy County Juvenile Justice Center,774002,31153,Sarpy County,Nebraska,68128,1,7,0,1,1,1,20,2,,41.18,-96.03
Twin River Public School,630030,31125,Nance County,Nebraska,68640,1,5,0,2,1,1,461,2,2,41.44,-97.73
Banner County School,40001,31007,Banner County,Nebraska,69345,1,5.5,1,1,1,1,127,1,3,41.55,-103.74
Anselmo-Merna Public School,210015,31041,Custer County,Nebraska,68856,1,3.025,0,1,1,1,288,1,2,41.48,-99.76
St. Paul Lutheran School - Ogallala,510702,31101,Keith County,Nebraska,69153,1,1,0,1,1,1,56,1,1,41.13,-101.72
Northwest Public Schools,400082,31079,Hall County,Nebraska,68803,1,9.204011263628267,1,2,2,1,1536,5,1,40.92,-98.36
North Platte Catholic School,560702,31111,Lincoln County,Nebraska,69103,0,0,0,2,1,2,344,2,1,41.13,-100.77
Maywood Public School,320046,31063,Frontier County,Nebraska,69038,0,0,0,2,2,2,167,1,2,40.65,-100.62
St. Mary'S School - O'Neill,450701,31089,Holt County,Nebraska,68763,1,2.1,0,2,2,1,192,1,1,42.46,-98.64
St. Boniface/Pope John,20701,31003,Antelope County,Nebraska,68636,0,0,0,1,1,1,133,1,1,41.98,-98.08
St. John The Baptist School,130701,31025,Cass County,Nebraska,68048,0,0,0,,,,166,1,1,41,-95.89
Gering Public School,790016,31157,Scotts Bluff County,Nebraska,69341,1,7.9,0,1,1,1,2069,5,2,41.82,-103.66
Harvard Public School,180011,31035,Clay County,Nebraska,68944,0,0,0,1,1,3,288,1,3,40.61,-98.09
St. Mary'S School - Ord,880701,31175,Valley County,Nebraska,68862,0,0,0,1,1,1,42,1,3,41.6,-98.92
Crete Public Schools,760002,31151,Saline County,Nebraska,68333,1,11.859599284716156,1,1,1,1,2092,4,3,40.62,-96.95
Guardian Angels Central Catholic Schools,200710,31039,Cuming County,Nebraska,68788,1,9.05,1,1,1,1,419,1,1,41.83,-96.7
St. Paul Public School,470001,31093,Howard County,Nebraska,68873,0,0,0,,,,635,1,2,41.21,-98.45
Riverside Public School,060075,31011,Boone County,Nebraska,68627,1,3.6081081081081083,0,1,1,1,237,2,2,41.55,-98.14
Callaway Public School,210180,31041,Custer County,Nebraska,68825,0,0,0,1,1,1,220,1,3,41.29,-99.92
Fairbury Public School,480008,31095,Jefferson County,Nebraska,68352,1,7.632432432432433,0,3,2,4,902,5,2,40.14,-97.17
St. Augustine Indian Mission School,870701,31173,Thurston County,Nebraska,68071,0,0,1,1,1,1,106,1,4,42.23,-96.47
Maxwell Public Schools,560007,31111,Lincoln County,Nebraska,69151,1,1.5,0,3,3,4,301,1,2,41.07,-100.52
Scotus Central Catholic,710705,31141,Platte County,Nebraska,68601,0,0,0,1,1,2,554,1,1,41.43,-97.35
Superior Public School,650011,31129,Nuckolls County,Nebraska,68978,1,4.5,0,1,1,1,392,1,2,40.02,-98.06
Neligh-Oakdale School,20009,31003,Antelope County,Nebraska,68756,1,1.75,0,1,1,1,343,2,2,42.13,-98.02
Raymond Central Public School,550161,31109,Lancaster County,Nebraska,68428,0,0,0,1,1,1,676,3,1,40.95,-96.78
Lakeview Community Schools,710005,31141,Platte County,Nebraska,68601,1,9.2,1,2,2,2,826,3,2,41.43,-97.35
South Central Nebraska Unified District #5,652005,31129,Nuckolls County,Nebraska,68961,1,1.2,0,3,3,2,593,4,3,40.2,-98.06
Hitchcock County School,440070,31087,Hitchcock County,Nebraska,69044,1,2.5453943983995426,1,2,1,1,306,2,3,40.17,-101.01
St. Michaels School - Albion,60701,31011,Boone County,Nebraska,68620,0,0,0,1,1,1,107,1,1,41.68,-98
Litchfield Public School,820015,31163,Sherman County,Nebraska,68852,1,13.75003335557038,1,1,1,4,123,1,3,41.15,-99.15
Eustis-Farnam Public Schools,320095,31063,Frontier County,Nebraska,69028,1,3.0280384480542244,0,1,1,1,169,1,2,40.66,-100.02
Wilber-Clatonia Public School,760082,31151,Saline County,Nebraska,68465,1,6.5,1,1,3,1,627,2,1,40.48,-96.96
Sargent Public School,210084,31041,Custer County,Nebraska,68874,1,7,0,2,1,1,167,1,1,41.64,-99.37
Ponca Public School,260001,31051,Dixon County,Nebraska,68770,0,0,0,2,1,2,460,2,1,42.56,-96.7
Gordon-Rushville Public Schools,810010,31161,Sheridan County,Nebraska,69343,1,8.33125,1,3,3,1,626,4,3,42.8,-102.2
Pierce Public School,700002,31139,Pierce County,Nebraska,68767,1,6.536538461538461,0,2,2,2,668,2,2,42.19,-97.52
Bennington Public School,280059,31055,Douglas County,Nebraska,68007,1,11.77375,0,1,1,1,2865,5,1,41.36,-96.15
St. Edward Public School,60017,31011,Boone County,Nebraska,68660,0,0,0,1,1,2,185,1,3,41.57,-97.86
Scribner-Snyder Schools,270062,31053,Dodge County,Nebraska,68057,1,1.205181347150259,0,1,2,2,206,1,3,41.66,-96.66
Nebraska Correctional Youth Facility,280602,31109,Lancaster County,Nebraska,68509,0,0,0,2,1,2,32,1,,40.81,-96.68
Boone Central District 1,060001,31011,Boone County,Nebraska,68620,1,5.7,0,1,1,1,632,2,1,41.68,-98
Bancroft-Rosalie School,200020,31039,Cuming County,Nebraska,68004,1,2,0,2,2,2,304,1,2,42.01,-96.57
Central Valley Public School,390060,31077,Greeley County,Nebraska,68842,1,0.53,0,1,1,1,305,2,3,41.54,-98.53
Elmwood-Murdock School,130097,31025,Cass County,Nebraska,68407,1,3,1,2,1,1,467,1,1,40.92,-96.28
Oakland-Craig Schools,110014,31021,Burt County,Nebraska,68045,0,0,0,1,1,1,476,1,2,41.83,-96.46
Potter-Dix Public School,170009,31033,Cheyenne County,Nebraska,69156,0,0,0,2,2,2,186,2,2,41.21,-103.31
Villa Marie School,550720,31109,Lancaster County,Nebraska,68462,0,0,0,2,1,1,18,1,3,40.91,-96.53
Hastings Public Schools,010018,31001,Adams County,Nebraska,68901,1,10.192857142857143,1,1,1,1,3595,7,3,40.58,-98.39
Syracuse-Dunbar-Avoca School,660027,31131,Otoe County,Nebraska,68446,1,2.25,1,2,2,3,757,2,1,40.66,-96.18
Sterling Public School,490033,31097,Johnson County,Nebraska,68443,1,4.525,1,2,2,2,214,1,2,40.46,-96.37
Waverly Public School District #145,550145,31109,Lancaster County,Nebraska,68462,0,0,0,1,1,1,2069,5,1,40.91,-96.53
St. Paul Lutheran School - Norfolk,590707,31119,Madison County,Nebraska,68701,0,0,0,1,1,1,80,1,1,42.03,-97.41
Norris Public Schools,550160,31109,Lancaster County,Nebraska,68358,1,3.0507142857142857,0,1,1,1,2342,4,1,40.53,-96.6
McCool Junction Public School,930083,31185,York County,Nebraska,68401,1,1.3666666666666667,0,1,1,1,275,1,2,40.74,-97.59
Pleasanton Public School,100105,31019,Buffalo County,Nebraska,68866,0,0,0,2,1,1,294,1,1,40.97,-99.08
St. Gerald Catholic School,280751,31055,Douglas County,Nebraska,68127,0,0,0,1,1,1,351,1,1,41.21,-96.05
Leigh Community School,190039,31037,Colfax County,Nebraska,68643,1,2.5657894736842106,1,1,1,1,230,2,1,41.7,-97.23
Messiah Lutheran School,550702,31109,Lancaster County,Nebraska,68506,0,0,0,1,2,1,179,1,1,40.78,-96.63
Cedar Bluffs Public School,780107,31155,Saunders County,Nebraska,68015,0,0,0,1,1,1,421,1,3,41.39,-96.6
Johnson County Central Public School,490050,31097,Johnson County,Nebraska,68450,1,6.042547397801151,0,2,3,2,524,2,3,40.37,-96.18
Our Redeemer Lutheran School - Seward,800703,31159,Seward County,Nebraska,68434,0,0,0,1,2,1,41,1,1,40.91,-97.09
Holy Family School,710706,31141,Platte County,Nebraska,68644,0,0,0,1,1,1,102,1,1,41.7,-97.69
Leyton Public School,170003,31033,Cheyenne County,Nebraska,69131,1,6,1,1,1,1,160,2,2,41.4,-102.97
Sidney Public School,170001,31033,Cheyenne County,Nebraska,69162,0,0,0,4,1,1,1322,5,2,41.13,-102.97
Zion Lutheran School - Pierce,700701,31139,Pierce County,Nebraska,68767,0,0,0,1,1,1,83,1,1,42.19,-97.52
Kearney Catholic High School,100701,31019,Buffalo County,Nebraska,68848,1,6.6,1,3,2,1,351,1,1,40.7,-99.08
Schuyler Community Schools,190123,31037,Colfax County,Nebraska,68661,1,0.44000000000000006,1,2,1,3,2167,5,3,41.44,-97.05
Wakefield Community School,900560,31051,Dixon County,Nebraska,68784,1,2.05,0,2,2,2,541,1,3,42.26,-96.86
Nova Therapeutic Community,280914,31055,Douglas County,Nebraska,68152,0,0,0,,,,17,1,,41.37,-96
Perkins County Schools,680020,31135,Perkins County,Nebraska,69140,1,1.75,0,1,1,1,416,2,1,40.84,-101.72
Garden County Schools,350001,31069,Garden County,Nebraska,69154,1,3.6,1,2,1,2,256,2,3,41.4,-102.34
Wisner-Pilger Public School,200030,31039,Cuming County,Nebraska,68791,1,5.588,1,1,1,1,426,1,1,41.98,-96.91
Stanton Community Schools,840003,31167,Stanton County,Nebraska,68779,1,3,0,1,1,1,379,2,1,41.94,-97.22
McCook Public School,730017,31145,Red Willow County,Nebraska,69001,0,0,0,2,2,1,1436,4,2,40.2,-100.62
Friend Public School,760068,31151,Saline County,Nebraska,68359,1,4.2,0,1,1,1,227,1,2,40.65,-97.28
Fremont Public School,270001,31053,Dodge County,Nebraska,68025,1,4.122844113412111,1,3,3,4,4676,13,3,41.44,-96.49
Nelson Mandela Elementary School,280775,31055,Douglas County,Nebraska,68111,1,9.5,1,1,1,1,210,1,4,41.3,-95.96
St. Joseph School - York,930702,31185,York County,Nebraska,68467,1,7.5,1,1,1,1,91,1,1,40.87,-97.59
Millard Public Schools,280017,31055,Douglas County,Nebraska,68137,1,5.526016096320512,0,1,1,1,23624,35,1,41.21,-96.12
Creek Valley Schools,250025,31049,Deuel County,Nebraska,69129,1,3.2,0,1,1,1,182,1,2,41.09,-102.46
Nebraska Lutheran Schools,930703,31185,York County,Nebraska,68460,0,0,0,2,2,2,104,1,1,40.89,-97.46
Douglas County West Community Schools,280015,31055,Douglas County,Nebraska,68064,1,4.0233278688524585,0,2,3,3,961,3,2,41.31,-96.34
Palmyra District Or 1 School,660501,31131,Otoe County,Nebraska,68418,1,2,0,1,1,1,580,2,1,40.7,-96.39
Beatrice Public School,340015,31067,Gage County,Nebraska,68310,0,0,1,1,1,1,2204,6,3,40.26,-96.74
Hershey Public School,560037,31111,Lincoln County,Nebraska,69143,1,5.525,0,1,1,1,499,1,1,41.15,-101
Mary Our Queen School,280727,31055,Douglas County,Nebraska,68144,0,0,0,1,1,1,499,1,1,41.23,-96.12
Lincoln Lutheran School Association,550706,31109,Lancaster County,Nebraska,68504,1,5.70121697435835,0,1,1,1,466,2,1,40.85,-96.66
Wahoo Public Schools,780039,31155,Saunders County,Nebraska,68066,1,3.0260933333333333,0,1,1,1,1031,2,1,41.21,-96.62
St. Matthew The Evangelist School,770706,31153,Sarpy County,Nebraska,68123,0,0,0,1,1,1,156,1,1,41.1,-95.94
Freeman Public School,340034,31067,Gage County,Nebraska,68301,1,4,0,1,1,2,438,1,1,40.45,-96.51
Amherst Public School,100119,31019,Buffalo County,Nebraska,68812,1,2.7165269743831897,0,2,2,2,388,1,1,40.83,-99.26
Nebr. Unified District 1,22001,31003,Antelope County,Nebraska,68726,1,2.1444444444444444,0,4,4,2,430,3,3,42.17,-98.18
Shelton Public School,100019,31019,Buffalo County,Nebraska,68876,1,12.026371397225207,0,2,3,1,292,1,2,40.77,-98.73
Fullerton Public School,630001,31125,Nance County,Nebraska,68638,0,0,0,,,,298,1,1,41.36,-97.97
Sutton Public Schools,180002,31035,Clay County,Nebraska,68979,1,13.003571428571428,0,1,1,1,397,1,2,40.6,-97.85
St. Patrick'S School - Lincoln,550715,31109,Lancaster County,Nebraska,68507,1,8.713461538461537,0,1,1,1,161,1,2,40.86,-96.61
Randolph Public Schools,140045,31027,Cedar County,Nebraska,68771,0,0,1,1,1,1,254,1,2,42.37,-97.35
Sacred Heart School - Omaha,280741,31055,Douglas County,Nebraska,68110,0,0,0,1,1,2,147,1,4,41.3,-95.89
Ewing Public School,450029,31089,Holt County,Nebraska,68735,1,10.5,1,2,2,1,134,1,2,42.25,-98.34
St. Leonard'S School,590702,31119,Madison County,Nebraska,68748,1,6.067397260273973,0,2,1,1,33,1,1,41.82,-97.45
Tri County Schools,480300,31151,Saline County,Nebraska,68341,1,13.74552697473253,0,1,1,1,411,1,2,40.39,-96.92
Southwest Public Schools,730179,31145,Red Willow County,Nebraska,69020,0,0,0,2,1,1,305,2,2,40.25,-100.3
Battle Creek Public School,590005,31119,Madison County,Nebraska,68715,1,2.05,0,1,1,1,425,2,1,41.99,-97.59
Columbus Public School,710001,31141,Platte County,Nebraska,68602,0,0,1,3,1,1,5553,7,2,41.43,-97.35
St. Ludger School,540701,31107,Knox County,Nebraska,68729,1,2.2,0,2,1,1,40,1,2,42.46,-97.9
Child Saving Institute,280911,31055,Douglas County,Nebraska,68132,1,6,1,2,1,3,9,1,,41.26,-96.01
Johnson-Brock Public School,640023,31127,Nemaha County,Nebraska,68378,1,10,1,1,1,1,353,1,2,40.41,-95.99
Wallace School District 65R,560565,31111,Lincoln County,Nebraska,69169,0,0,0,3,1,1,183,1,2,40.83,-101.16
Lincoln Public Schools,550001,31109,Lancaster County,Nebraska,68501,1,12.105996691480563,1,3,2,2,41789,62,2,40.81,-96.68
Minden Public Schools,500503,31099,Kearney County,Nebraska,68959,1,2.625,0,3,2,3,832,3,2,40.5,-98.95
Panhandle Youth Shelter,790901,31157,Scotts Bluff County,Nebraska,69361,1,5.88,0,1,1,1,14,1,,41.86,-103.66
Creighton Community Public School,540013,31107,Knox County,Nebraska,68729,1,2,1,2,2,1,282,1,1,42.46,-97.9
East Butler Public School,120502,31023,Butler County,Nebraska,68626,1,8.058333333333334,0,1,1,1,303,2,1,41.18,-97
Theresa Tucker,590704,31119,Madison County,Nebraska,68701,0,0,1,1,1,1,603,2,1,42.03,-97.41
St. Andrew'S School,490702,31097,Johnson County,Nebraska,68450,1,3,1,1,1,1,19,1,4,40.37,-96.18
"Northeast Ne Juvenile Services, Inc.",594001,31119,Madison County,Nebraska,68748,0,0,0,2,2,1,18,1,,41.82,-97.45
West Point Public School,200001,31039,Cuming County,Nebraska,68788,0,0,0,1,1,1,798,1,3,41.83,-96.7
Home On The Range,17305,38033,Golden Valley County,North Dakota,58654,0,0,0,3,3,1,40,1,,46.91,-103.84
Turtle Lake - Mercer Public School,28072,38055,McLean County,North Dakota,58575,1,4.300000000000001,0,2,1,1,187,1,1,47.52,-100.89
St Joseph School & Cc-Mandan,30410,38059,Morton County,North Dakota,58554,1,3.7,0,1,1,1,91,1,1,46.82,-100.88
Little Flower Elementary School - Rugby,35409,38069,Pierce County,North Dakota,58368,0,0,0,1,2,1,43,1,1,48.36,-99.99
St Bernard Mission School,43409,38085,Sioux County,North Dakota,58538,0,0,1,,,,28,1,4,46.08,-100.63
St Alphonsus School,10409,38019,Cavalier County,North Dakota,58249,1,8.665745856353592,0,2,3,3,45,1,2,48.76,-98.37
Nd Youth Correctional Center,30800,38059,Morton County,North Dakota,58554,0,0,0,1,1,1,53,1,1,46.82,-100.88
Richland Public Schools,39044,38077,Richland County,North Dakota,58018,0,0,0,2,1,1,264,2,1,46.47,-96.87
Larimore Public School,18044,38035,Grand Forks County,North Dakota,58251,1,1.5299999999999998,0,1,1,1,393,2,1,47.9,-97.62
Linton Public School,15036,38029,Emmons County,North Dakota,58552,1,4.114985486211902,0,2,2,1,263,1,1,46.26,-100.23
St Josephs School-Williston,53409,38105,Williams County,North Dakota,58801,0,0,0,2,3,4,155,1,1,48.16,-103.63
Grand Forks County Juvenile Detention,18303,38035,Grand Forks County,North Dakota,58201,0,0,0,1,1,1,6,1,,47.91,-97.07
West Fargo Public School,9006,38017,Cass County,North Dakota,58078,1,9.702935207393368,1,1,1,1,11078,19,1,46.87,-96.89
Jamestown Public School,47001,38093,Stutsman County,North Dakota,58401,1,13.659151898734176,1,1,1,1,2135,7,2,46.91,-98.69
Beach School District,17003,38033,Golden Valley County,North Dakota,58621,1,6.658333333333333,1,1,1,1,294,2,2,46.91,-104
Wahpeton Public School District,39037,38077,Richland County,North Dakota,58075,1,1.0065218750679688,1,2,2,1,1257,4,2,46.26,-96.6
Glen Ullin Public School,30048,38059,Morton County,North Dakota,58631,1,13,1,1,1,1,129,1,1,46.81,-101.83
Fort Yates Public School,43004,38085,Sioux County,North Dakota,58538,1,2,1,1,1,1,104,1,4,46.08,-100.63
